Sr,Words,P.O.S,Level,Nepali Word
2041,print,"Verb , Noun","A2, B2",प्रिन्ट
2042,printer,Noun,A2,मुद्रक
2043,printing,Noun,B1,मुद्रण
2044,priority,Noun,B2,प्राथमिकता
2045,prison,Noun,A2,जेल
2046,prisoner,Noun,B1,कैदी
2047,privacy,Noun,B2,गोपनीयता
2048,private,Adjective,B1,निजी
2049,prize,Noun,A2,पुरस्कार
2050,probably,Adverb,A1,शायद
2051,problem,Noun,A1,समस्या
2052,procedure,Noun,B2,प्रक्रिया
2053,process,"Noun, Verb","A2, B2",प्रक्रिया
2054,produce,"Verb , Verb","A2, B2",उत्पादन गर्न
2055,producer,Noun,B1,निर्माता
2056,product,Noun,A1,उत्पादन
2057,production,Noun,B1,उत्पादन
2058,profession,Noun,B1,पेशा
2059,professional,"Adjective , Noun","A2, B2",व्यावसायिक
2060,professor,Noun,A2,प्रोफेसर
2061,profile,Noun,A2,प्रोफाइल
2062,profit,Noun,B1,मुनाफा
2063,program,"Noun, Verb","A2, B1",कार्यक्रम
2064,programme,Noun,A1,कार्यक्रम
2065,progress,"Noun, Verb","A2, B2",प्रगति
2066,project,"Noun, Verb","A1, B2",परियोजना
2067,promise,Verb Noun,A2,प्रतिज्ञा
2068,promote,Verb,B1,प्रचार
2069,pronounce,Verb,A2,उच्चारण
2070,proof,Noun,B2,प्रमाण
2071,proper,Adjective,B1,उचित
2072,properly,Adverb,B1,ठीक
2073,property,Noun,B1,सम्पत्ति
2074,proposal,Noun,B2,प्रस्ताव
2075,propose,Verb,B2,प्रस्तावित
2076,prospect,Noun,B2,प्रत्याशा
2077,protect,Verb,A2,रक्षा
2078,protection,Noun,B2,सुरक्षा
2079,protest,Noun Verb,B1,विरोध
2080,proud,Adjective,B1,गर्व
2081,prove,Verb,B1,प्रमाणित
2082,provide,Verb,A2,प्रदान
2083,psychologist,Noun,B2,मनोवैज्ञानिक
2084,psychology,Noun,B2,मनोविज्ञान
2085,pub,Noun,A2,पब
2086,public,Adjective Noun,A2,सार्वजनिक
2087,publication,Noun,B2,प्रकाशन
2088,publish,Verb,A2,प्रकाशित
2089,pull,"Verb , Noun","A2, B1",खींच
2090,punish,Verb,B1,दण्ड
2091,punishment,Noun,B1,सजाय
2092,pupil,Noun,B2,छात्र
2093,purchase,Noun Verb,B2,खरिद
2094,pure,Adjective,B2,शुद्ध
2095,purple,Adjective Noun,A1,बैजनी
2096,purpose,Noun,A2,उद्देश्य
2097,pursue,Verb,B2,पछि लाग्न
2098,push,"Verb , Noun","A2, B1",पुस
2099,put,Verb,A1,राख्नु
2100,qualification,Noun,B1,योग्यता
2101,qualified,Adjective,B1,योग्य
2102,qualify,Verb,B1,योग्य
2103,quality,Noun,A2,गुणस्तर
2104,quantity,Noun,A2,मात्रा
2105,quarter,Noun,A1,चौथाई
2106,queen,Noun,A2,रानी
2107,question,"Noun, Verb","A1, A2",प्रश्न
2108,queue,Noun Verb,B1,लाम
2109,quick,Adjective,A1,द्रुत
2110,quickly,Adverb,A1,चाँडै
2111,quiet,Adjective,A1,शान्त
2112,quietly,Adverb,A2,चुपचाप
2113,quit,Verb,B1,अन्त्य
2114,quite,Adverb,A1,एकदम
2115,quotation,Noun,B1,उद्धरण
2116,quote,Verb Noun,B1,उद्धरण
2117,race (competition),NounVerb,A2,दौड (प्रतियोगिता)
2118,race (people),Noun,B1,दौड (मान्छे)
2119,racing,Noun,B1,दौड
2120,radio,Noun,A1,रेडियो
2121,railway,Noun,A2,रेलवे
2122,rain,Noun Verb,A1,वर्षा
2123,raise,Verb,A2,खडा
2124,range,"Noun, Verb","B1, B2",सीमा
2125,rank,Noun Verb,B2,रैंक
2126,rapid,Adjective,B2,तीव्र
2127,rapidly,Adverb,B2,तीव्र गतिमा
2128,rare,Adjective,B1,दुर्लभ
2129,rarely,Adverb,B1,शायद
2130,rate,"Noun, Verb","A2, B2",दर
2131,rather,Adverb,A2,बरु
2132,raw,Adjective,B2,कच्चा
2133,reach,"Verb , Noun","A2, B2",पुग्नु
2134,react,Verb,A2,प्रतिक्रिया
2135,reaction,Noun,B1,प्रतिक्रिया
2136,read,Verb,A1,पढ्न
2137,reader,Noun,A1,पाठक
2138,reading,Noun,A1,पढाइ
2139,ready,Adjective,A1,तयार
2140,real,Adjective,A1,वास्तविक
2141,realistic,Adjective,B2,व्यावहारिक
2142,reality,Noun,B1,वास्तविकता
2143,realize,Verb,A2,महसुस
2144,really,Adverb,A1,साँच्चै
2145,reason,Noun,A1,कारण
2146,reasonable,Adjective,B2,उचित
2147,recall,Verb,B2,यसरी सम्झन्छन्
2148,receipt,Noun,B1,रसिद
2149,receive,Verb,A2,प्राप्त
2150,recent,Adjective,A2,हाल
2151,recently,Adverb,A2,हालै
2152,reception,Noun,A2,स्वागत
2153,recipe,Noun,A2,नुस्खा
2154,recognize,Verb,A2,पहिचान
2155,recommend,Verb,A2,सिफारिस
2156,recommendation,Noun,B1,सिफारिस
2157,record,Noun Verb,A2,रेकर्ड
2158,recording,Noun,A2,रेकर्डिङ
2159,recover,Verb,B2,ठीक
2160,recycle,Verb,A2,रीसायकल
2161,red,Adjective Noun,A1,रातो
2162,reduce,Verb,A2,कम
2163,reduction,Noun,B2,कमी
2164,refer,Verb,A2,उल्लेख
2165,reference,Noun,B1,सन्दर्भ
2166,reflect,Verb,B1,प्रतिबिम्बित
2167,refuse,Verb,A2,इन्कार
2168,regard,Verb Noun,B2,सन्दर्भमा
2169,region,Noun,A2,क्षेत्र
2170,regional,Adjective,B2,क्षेत्रीय
2171,register,Verb Noun,B2,दर्ता
2172,regret,Verb Noun,B2,आफूले पछुतो मान्ने
2173,regular,Adjective,A2,नियमित
2174,regularly,Adverb,B1,नियमित
2175,regulation,Noun,B2,विनियमन
2176,reject,Verb,B1,अस्वीकार
2177,relate,Verb,B1,सम्बन्धित
2178,related,Adjective,B1,सम्बन्धित
2179,relation,Noun,B1,सम्बन्ध
2180,relationship,Noun,A2,सम्बन्ध
2181,relative,Adjective Noun,B1,सापेक्षिक
2182,relatively,Adverb,B2,अपेक्षाकृत
2183,relax,Verb,A1,आराम
2184,relaxed,Adjective,B1,आराम
2185,relaxing,Adjective,B1,आराम
2186,release,Verb Noun,B1,जारी
2187,relevant,Adjective,B2,सान्दर्भिक
2188,reliable,Adjective,B1,विश्वसनीय
2189,relief,Noun,B2,राहत
2190,religion,Noun,B1,धर्म
2191,religious,Adjective,B1,धार्मिक
2192,rely,Verb,B2,भरोसा
2193,remain,Verb,B1,बाँकी
2194,remark,Noun Verb,B2,भन्नु
2195,remember,Verb,A1,सम्झनु
2196,remind,Verb,B1,सम्झाउने
2197,remote,Adjective,B1,रिमोट
2198,remove,Verb,A2,हटान
2199,rent,Noun Verb,B1,भाडामा
2200,repair,"Verb , Noun","A2, B1",मरम्मत
2201,repeat,"Verb , Noun","A1, B1",दोहोरिने
2202,repeated,Adjective,B1,पटक-पटक
2203,replace,Verb,A2,प्रतिस्थापन
2204,reply,Verb Noun,A2,जवाफ
2205,report,"Noun, Verb","A1, A2",रिपोर्ट
2206,reporter,Noun,A2,रिपोर्टर
2207,represent,Verb,B1,प्रतिनिधित्व
2208,representative,Noun Adjective,B2,प्रतिनिधि
2209,reputation,Noun,B2,प्रतिष्ठा
2210,request,"Noun, Verb","A2, B1",अनुरोध
2211,require,Verb,B1,आवश्यक
2212,requirement,Noun,B2,आवश्यकता
2213,rescue,Verb Noun,B2,उद्धार गर्नु
2214,research,Noun Verb,A2,अनुसन्धान
2215,researcher,Noun,A2,शोधकर्ता
2216,reservation,Noun,B1,आरक्षण
2217,reserve,Noun Verb,B2,आरक्षित
2218,resident,NounAdjective,B2,निवासी
2219,resist,Verb,B2,प्रतिरोध
2220,resolve,Verb,B2,संकल्प
2221,resort,Noun,B2,रिसोर्टमा
2222,resource,Noun,B1,स्रोत
2223,respect,Noun Verb,B1,आदर
2224,respond,Verb,A2,प्रतिक्रिया
2225,response,Noun,A2,प्रतिक्रिया
2226,responsibility,Noun,B1,जिम्मेवारी
2227,responsible,Adjective,B1,जिम्मेवार
2228,rest (remaining part),Noun,A2,आराम (बाँकी अंश)
2229,rest (sleep/relax),Noun Verb,A2,बाँकी (निद्रामा / आराम)
2230,restaurant,Noun,A1,रेस्टुरेन्ट
2231,result,"Noun, Verb","A1, B1",परिणाम
2232,retain,Verb,B2,राख्ने
2233,retire,Verb,B1,रिटायर
2234,retired,Adjective,B1,सेवानिवृत्त
2235,return,Verb Noun,A1,फर्किनु
2236,reveal,Verb,B2,प्रकट
2237,review,Noun Verb,A2,समीक्षा
2238,revise,Verb,B1,फेरि जाच्नु
2239,revolution,Noun,B2,क्रान्ति
2240,reward,Noun Verb,B2,इनाम
2241,rhythm,Noun,B2,ताल
2242,rice,Noun,A1,चामल
2243,rich,Adjective,A1,धनी
2244,rid,Verb,B2,छुटकारा
2245,ride,"Verb , Noun","A1, A2",सवारी
2246,right,Adjective Adverb Noun,A1,दायाँ
2247,ring,Noun,A2,घन्टी
2248,ring,"Verb , Noun","A2, B1",घन्टी
2249,rise,"Verb , Noun","A2, B1",उठ्नेछ
2250,risk,Noun Verb,B1,जोखिम
2251,river,Noun,A1,नदी
2252,road,Noun,A1,सडक
2253,robot,Noun,B1,रोबोट
2254,rock (stone),Noun,A2,रक (पत्थर)
2255,rock (music),Noun,A2,रक (संगीत)
2256,role,Noun,A2,भूमिका
2257,roll,Verb Noun,B1,रोल
2258,romantic,Adjective,B1,रोमान्टिक
2259,roof,Noun,A2,छत
2260,room,Noun,A1,कोठा
2261,root,Noun,B2,मूल
2262,rope,Noun,B1,डोरी
2263,rough,Adjective,B1,कुनै न कुनै
2264,round,"Adjective Adverb prep., Noun","A2, B2",गोलो
2265,route,Noun,A2,मार्ग
2266,routine,"Noun, Adjective","A1, B2",तालिका
2267,row,Noun,B1,पङ्क्ति
2268,royal,Adjective,B1,शाही
2269,rub,Verb,B2,दल्नु
2270,rubber,Noun Adjective,B2,रबर
2271,rubbish,Noun,A2,बकवास
2272,rude,Adjective,A2,अशिष्ट
2273,rugby,Noun,B1,रग्बी
2274,rule,"Noun, Verb","A1, B1",नियम
2275,run,"Verb , Noun","A1, A2",रन
2276,runner,Noun,A2,धावक
2277,running,Noun,A2,चलिरहेको
2278,rural,Adjective,B2,ग्रामीण
2279,rush,Verb Noun,B2,भीड
2280,sad,Adjective,A1,दुःखी
2281,sadly,Adverb,A2,दुःखको कुरा
2282,safe,Adjective,A2,सुरक्षित
2283,safety,Noun,B1,सुरक्षा
2284,sail,"Verb , Noun","A2, B1",जहाजमा यात्रा गर्नु
2285,sailing,Noun,A2,जलयात्रा
2286,sailor,Noun,B1,जलसैनिक
2287,salad,Noun,A1,सलाद
2288,salary,Noun,A2,तलब
2289,sale,Noun,A2,बिक्री
2290,salt,Noun,A1,नुन
2291,same,Adjective proNoun Adverb,A1,एउटै
2292,sample,"Noun, Verb","B1, B2",नमूना
2293,sand,Noun,B1,बालुवा
2294,sandwich,Noun,A1,सैंडविच
2295,satellite,Noun,B2,उपग्रह
2296,satisfied,Adjective,B2,सन्तुष्ट
2297,satisfy,Verb,B2,सन्तुष्ट गर्नु
2298,Saturday,Noun,A1,शनिबार
2299,sauce,Noun,A2,सस
2300,save,Verb,A2,सेव
2301,saving,Noun,B2,बचत
2302,say,Verb,A1,भन्नु
2303,scale,Noun,B2,मात्रा
2304,scan,Verb,B1,स्क्यान
2305,scared,Adjective,A2,डराउनु
2306,scary,Adjective,A2,डरलाग्दो
2307,scene,Noun,A2,दृश्य
2308,schedule,"Noun, Verb","A2, B2",तालिका
2309,scheme,Noun,B2,योजना
2310,school,Noun,A1,स्कूल
2311,science,Noun,A1,विज्ञान
2312,scientific,Adjective,B1,वैज्ञानिक
2313,scientist,Noun,A1,वैज्ञानिक
2314,score,Verb Noun,A2,स्कोर
2315,scream,Verb Noun,B2,चिच्याउनु
2316,screen,NounVerb,"A2, B2",स्क्रिन
2317,script,Noun,B1,लिपि
2318,sculpture,Noun,B1,मूर्तिकला
2319,sea,Noun,A1,समुद्र
2320,search,Noun Verb,A2,खोज
2321,season,Noun,A2,सिजन
2322,seat,Noun Verb,"A2, B2",सीट
2323,second1 (next after the first),"et./ number, Adverb","A1, A2",second1 (पहिलो पछि अर्को)
2324,second1 (unit of time),Noun,A1,second1 (समय को एकाइ)
2325,secondary,Adjective,B1,दोस्रो
2326,secondly,Adverb,A2,दोश्रो
2327,secret,"Adjective, Noun",A2,गोप्य
2328,secretary,Noun,A2,सचिव
2329,section,Noun,A1,खण्ड
2330,sector,Noun,B2,क्षेत्र
2331,secure,Verb Adjective,B2,सुरक्षित
2332,security,Noun,B1,सुरक्षा
2333,see,Verb,A1,हेर्न
2334,seed,Noun,B1,बीउ
2335,seek,Verb,B2,खोजी
2336,seem,Verb,A2,जस्तो
2337,select,Verb,B2,चयन
2338,selection,Noun,B2,चयन
2339,self,Noun,B2,आत्म
2340,sell,Verb,A1,बिक्री
2341,send,Verb,A1,पठाउनुहोस्
2342,senior,Adjective,B2,वरिष्ठ
2343,sense,Noun Verb,"A2, B2",अर्थमा
2344,sensible,Adjective,B1,समझदार
2345,sensitive,Adjective,B2,संवेदनशील
2346,sentence,Noun Verb,"A1, B2",वाक्य
2347,separate,"Adjective, Verb","A2, B1",अलग
2348,September,Noun,A1,सेप्टेम्बर
2349,sequence,Noun,B2,अनुक्रम
2350,series,Noun,A2,श्रृंखला
2351,serious,Adjective,A2,गम्भीर
2352,seriously,Adverb,B1,गम्भीर
2353,servant,Noun,B1,दास
2354,serve,Verb,A2,सेवा
2355,service,Noun,A2,सेवा
2356,session,Noun,B2,सत्र
2357,set (put),Verb,B1,सेट (राख्नुहोस्)
2358,set (group),Noun,B1,सेट (समूह)
2359,setting,Noun,B1,सेटिङ
2360,settle,Verb,B2,बसोबास
2361,seven,number,A1,सात
2362,seventeen,number,A1,सत्र
2363,seventy,number,A1,सत्तरी
2364,several,det./proNoun,A2,धेरै
2365,severe,Adjective,B2,गंभीर
2366,sex,Noun,B1,सेक्स
2367,sexual,Adjective,B1,यौन
2368,shade,Noun,B2,छाया
2369,shadow,Noun,B2,छाया
2370,shake,Verb Noun,"A2, B1",हल्लाउने
2371,shall,modal Verb,A2,हुनेछ
2372,shallow,Adjective,B2,खोक्रो
2373,shame,Noun,B2,लाज
2374,shape,Noun Verb,"A2, B2",आकार
2375,share,Verb Noun,"A1, B1",शेयर
2376,sharp,Adjective,B1,तेज
2377,she,proNoun,A1,त्यो
2378,sheep,Noun,A1,भेडा
2379,sheet,Noun,A2,पाना
2380,shelf,Noun,B1,तखता
2381,shell,Noun,B1,खोल
2382,shelter,Noun Verb,B2,आश्रय
2383,shift,Noun Verb,"B1, B2",पारी
2384,shine,Verb,B1,चम्कने
2385,shiny,Adjective,B1,चमकदार
2386,ship,Noun Verb,"A2, B2",जहाज
2387,shirt,Noun,A1,शर्ट
2388,shock,Noun Verb,B2,तर्साउने
2389,shocked,Adjective,B2,स्तब्ध
2390,shoe,Noun,A1,जुत्ता
2391,shoot,Verb,B1,गोली मार
2392,shooting,Noun,B2,सुटिङ
2393,shop,Noun Verb,A1,दोकान
2394,shopping,Noun,A1,किनमेल
2395,short,Adjective,A1,छोटो
2396,shot,Noun,B2,शट
2397,should,modal Verb,A1,SHOULD
2398,shoulder,Noun,A2,काँध
2399,shout,Verb Noun,A2,कराउनु
2400,show,Verb Noun,A1,देखाउनु
2401,shower,Noun,A1,शवर
2402,shut,Verb Adjective,A2,बन्द
2403,shy,Adjective,B1,नहट्न
2404,sick,Adjective,A1,बिरामी
2405,side,Noun,A2,पक्ष
2406,sight,Noun,B1,दृष्टि
2407,sign,Noun Verb,A2,साइन
2408,signal,Noun Verb,B1,संकेत
2409,significant,Adjective,B2,महत्वपूर्ण
2410,significantly,Adverb,B2,एकदम
2411,silence,Noun,B2,मौन
2412,silent,Adjective,B1,मौन
2413,silk,Noun,B2,रेशम
2414,silly,Adjective,B1,बेवकूफ
2415,silver,Noun Adjective,A2,चाँदी
2416,similar,Adjective,A1,यस्तै
2417,similarity,Noun,B1,समानता
2418,similarly,Adverb,B1,त्यस्तै
2419,simple,Adjective,A2,सरल
2420,simply,Adverb,B1,बस
2421,since,"prep. conj., Adverb","A2, B1",देखि
2422,sincere,Adjective,B2,निष्कपट
2423,sing,Verb,A1,गाओ
2424,singer,Noun,A1,गायक
2425,singing,Noun,A2,गायन
2426,single,Adjective Noun,A2,एकल
2427,sink,Verb,B1,डुब्नु
2428,sir,Noun,A2,सर
2429,sister,Noun,A1,बहिनी
2430,sit,Verb,A1,सिट
2431,site,Noun,A2,साइट
2432,situation,Noun,A1,स्थिति
2433,six,number,A1,छ
2434,sixteen,number,A1,सोह्र
2435,sixty,number,A1,साठी
2436,size,Noun,A2,आकार
2437,ski,Verb Noun,A2,स्की
2438,skiing,Noun,A2,स्किइङ
2439,skill,Noun,A1,कौशल
2440,skin,Noun,A2,छाला
2441,skirt,Noun,A1,स्कर्ट
2442,sky,Noun,A2,आकाश
2443,slave,Noun,B2,दास
2444,sleep,"Verb , Noun","A1, A2",निद्रामा
2445,slice,Noun Verb,B1,स्लाइस
2446,slide,Verb Noun,B2,स्लाइड
2447,slight,Adjective,B2,अलि कति
2448,slightly,Adverb,B1,अलिकति
2449,slip,Verb,B2,पर्ची
2450,slope,Noun Verb,B2,ढलान
2451,slow,"Adjective , Verb","A1, B1",ढिलो
2452,slowly,Adverb,A2,बिस्तारी
2453,small,Adjective,A1,सानो
2454,smart,Adjective,B1,स्मार्ट
2455,smartphone,Noun,A2,स्मार्टफोन
2456,smell,Verb Noun,A2,गन्ध
2457,smile,Verb Noun,A2,मुस्कान
2458,smoke,Noun Verb,A2,धुवाँ
2459,smoking,Noun,A2,धूम्रपान
2460,smooth,Adjective,B1,चिकना
2461,snake,Noun,A1,सर्प
2462,snow,Noun Verb,A1,हिउँ
2463,so,Adverb conj.,A1,त्यसैले
2464,soap,Noun,A2,साबुन
2465,soccer,Noun,A2,फुटबल
2466,social,Adjective,A2,सामाजिक
2467,society,Noun,A2,समाज
2468,sock,Noun,A2,sock
2469,soft,Adjective,A2,नरम
2470,software,Noun,B1,सफ्टवेयर
2471,soil,Noun,B1,माटो
2472,solar,Adjective,B2,सौर
2473,soldier,Noun,A2,सैनिक
2474,solid,Adjective Noun,B1,ठोस
2475,solution,Noun,A2,समाधान
2476,solve,Verb,A2,समाधान
2477,some,det. proNoun,A1,केही
2478,somebody,proNoun,A1,कुनै
2479,someone,proNoun,A1,कसैले
2480,something,proNoun,A1,केही
2481,sometimes,Adverb,A1,कहिलेकाहीं
2482,somewhat,Adverb,B2,केहि
2483,somewhere,Adverb proNoun,A2,कहीं
2484,son,Noun,A1,छोरा
2485,song,Noun,A1,गीत
2486,soon,Adverb,A1,चाँडै
2487,sorry,Adjective exclam.,A1,माफ गर्नुहोस्
2488,sort,"Noun, Verb","A2, B1",क्रमबद्ध
2489,soul,Noun,B2,प्राण
2490,sound,Noun Verb,A1,ध्वनि
2491,soup,Noun,A1,सूप
2492,source,Noun,A2,मुहान
2493,south,Noun Adjective Adverb,A1,दक्षिण
2494,southern,Adjective,B1,दक्षिणी
2495,space,Noun,A1,ठाउँ
2496,speak,Verb,A1,बोल्ने
2497,speaker,Noun,A2,वक्ता
2498,special,Adjective,A1,विशेष
2499,specialist,Noun Adjective,B2,विशेषज्ञ
2500,species,Noun,B2,प्रजाति
2501,specific,Adjective,A2,विशिष्ट
2502,specifically,Adverb,B1,विशेष
2503,speech,Noun,A2,बोली
2504,speed,"Noun, Verb","A2, B2",गति
2505,spell,Verb,A1,हिज्जे
2506,spelling,Noun,A1,हिज्जे
2507,spend,Verb,A1,खर्च
2508,spending,Noun,B1,खर्च
2509,spicy,Adjective,B1,मसालेदार
2510,spider,Noun,A2,माकुरा
2511,spirit,Noun,B1,आत्मा
2512,spiritual,Adjective,B2,आध्यात्मिक
2513,split,Verb Noun,B2,विभाजित
2514,spoken,Adjective,B1,बोली
2515,sponsor,Verb Noun,B2,प्रायोजक
2516,spoon,Noun,A2,चम्चा
2517,sport,Noun,A1,खेल
2518,spot,"Noun, Verb","B1, B2",स्थान
2519,spread,"Verb , Noun","B1, B2",फैलने
2520,spring,"Noun, Verb","A1, B1",वसन्त
2521,square,Adjective Noun,A2,वर्ग
2522,stable,Adjective,B2,स्थिर
2523,stadium,Noun,B1,स्टेडियम
2524,staff,Noun,B1,कर्मचारी
2525,stage,"Noun, Verb","A2, B2",चरण
2526,stair,Noun,A2,सिँढी
2527,stamp,Noun,A2,टिकट
2528,stand,"Verb , Noun","A1, B2",खडा
2529,standard,Noun Adjective,B1,मानक
2530,star,"Noun, Verb","A1, A2",तारा
2531,stare,Verb,B2,ताक
2532,start,"Verb , Noun","A1, A2",सुरु
2533,state,"Noun, Adjective , v","A2, B1",राज्य
2534,statement,Noun,A1,बयान
2535,station,Noun,A1,स्टेशन
2536,statistic,Noun,B1,तथ्याङ्क
2537,statue,Noun,B1,मुर्ति
2538,status,Noun,B2,स्थिति
2539,stay,"Verb , Noun","A1, A2",बसाइ
2540,steady,Adjective,B2,स्थिर
2541,steal,Verb,A2,चोरी
2542,steel,Noun,B2,इस्पात
2543,steep,Adjective,B2,ठाडो
2544,step,"Noun, Verb","A2, B2",चरण
2545,stick (push into/attach),Verb,B1,स्टिक (पुस मा / संलग्न)
2546,stick (piece of wood),Noun,B1,स्टिक (काठ टुक्रा)
2547,sticky,Adjective,B2,टाँसिएको
2548,stiff,Adjective,B2,कडा
2549,still,"Adverb , Adjective","A1, B1",अझै पनि
2550,stock,Noun,B2,स्टक
2551,stomach,Noun,A2,पेट
2552,stone,Noun,A2,पत्थर
2553,stop,Verb Noun,A1,रोक
2554,store,"Noun, Verb","A2, B1",स्टोर
2555,storm,Noun,A2,आँधी
2556,story,Noun,A1,कथा
2557,straight,Adverb Adjective,A2,सीधा
2558,strange,Adjective,A2,अनौठो
2559,stranger,Noun,B1,नौलो
2560,strategy,Noun,A2,रणनीति
2561,stream,Noun,B2,धारा
2562,street,Noun,A1,सडक
2563,strength,Noun,B1,बल
2564,stress,Noun Verb,A2,तनाव
2565,stretch,Verb Noun,B2,खण्डका
2566,strict,Adjective,B2,सख्त
2567,strike,Verb Noun,B2,हडताल
2568,string,Noun,B1,स्ट्रिङ
2569,strong,Adjective,A1,बलियो
2570,strongly,Adverb,B1,कडा
2571,structure,"Noun, Verb","A2, B2",संरचना
2572,struggle,Verb Noun,B2,संघर्ष
2573,student,Noun,A1,विद्यार्थी
2574,studio,Noun,B1,स्टूडियो
2575,study,Noun Verb,A1,अध्ययन
2576,stuff,"Noun, Verb","B1, B2",सामान
2577,stupid,Adjective,A2,मूर्ख
2578,style,Noun,A1,शैली
2579,subject,"Noun, Adjective","A1, B2",विषय
2580,submit,Verb,B2,पेश
2581,substance,Noun,B1,पदार्थ
2582,succeed,Verb,A2,सफल
2583,success,Noun,A1,सफलता
2584,successful,Adjective,A2,सफल
2585,successfully,Adverb,B1,सफलतापूर्वक
2586,such,det./proNoun,A2,यस्तो
2587,sudden,Adjective,B1,अचानक
2588,suddenly,Adverb,A2,अचानक
2589,suffer,Verb,B1,ग्रस्त
2590,sugar,Noun,A1,चीनी
2591,suggest,Verb,A2,सुझाव
2592,suggestion,Noun,A2,सुझाव
2593,suit,"Noun, Verb","A2, B1",सुट
2594,suitable,Adjective,B1,उपयुक्त
2595,sum,Noun Verb,B2,योगफल
2596,summarize,Verb,B1,सारांशमा
2597,summary,Noun,B1,सारांश
2598,summer,Noun,A1,गर्मी
2599,sun,Noun,A1,सूर्य
2600,Sunday,Noun,A1,आइतवार
2601,supermarket,Noun,A1,सुपरमार्केट
2602,supply,Noun Verb,B1,आपूर्ति
2603,support,Verb Noun,A2,समर्थन
2604,supporter,Noun,B1,समर्थक
2605,suppose,Verb,A2,ठान्नु
2606,sure,"Adjective , Adverb","A1, A2",निश्चित
2607,surely,Adverb,B1,पक्कै पनि
2608,surface,Noun,B1,सतह
2609,surgery,Noun,B2,सर्जरी
2610,surprise,Noun Verb,A2,आश्चर्य
2611,surprised,Adjective,A2,हैरानी
2612,surprising,Adjective,A2,अचम्मको
2613,surround,Verb,B2,घेर
2614,surrounding,Adjective,B2,वरपरका
2615,survey,"Noun, Verb","A2, B2",सर्वेक्षण
2616,survive,Verb,B1,बाँच्न
2617,suspect,Verb Noun,B2,संदिग्ध
2618,swear,Verb,B2,कसम
2619,sweater,Noun,A1,स्वेटर
2620,sweep,Verb,B2,कूचो लगाउनु
2621,sweet,Adjective Noun,A2,मिठाई
2622,swim,"Verb , Noun","A1, B1",पौडनु
2623,swimming,Noun,A1,पौडी
2624,switch,"Verb , Noun","B1, B2",स्विच
2625,symbol,Noun,A2,प्रतीक
2626,sympathy,Noun,B2,सहानुभूति
2627,symptom,Noun,B1,लक्षण
2628,system,Noun,A2,सिस्टम
2629,table,Noun,A1,तालिका
2630,tablet,Noun,A2,ट्याब्लेट
2631,tail,Noun,B1,पुच्छर
2632,take,Verb,A1,लिन
2633,tale,Noun,B2,कथा
2634,talent,Noun,B1,प्रतिभा
2635,talented,Adjective,B1,प्रतिभाशाली
2636,talk,"Verb , Noun","A1, A2",कुरा
2637,tall,Adjective,A1,अग्लो
2638,tank,Noun,B2,ट्यांक
2639,tape,Noun,B1,टेप
2640,target,"Noun, Verb","A2, B2",लक्ष्य
2641,task,Noun,A2,कार्य
2642,taste,Noun Verb,A2,स्वाद
2643,tax,Noun Verb,B1,कर
2644,taxi,Noun,A1,ट्याक्सी
2645,tea,Noun,A1,चिया
2646,teach,Verb,A1,सिकाउँछन्
2647,teacher,Noun,A1,शिक्षक
2648,teaching,Noun,A2,शिक्षा
2649,team,Noun,A1,टोली
2650,tear1,Verb Noun,B2,tear1
2651,tear2,Noun,B2,tear2
2652,technical,Adjective,B1,प्राविधिक
2653,technique,Noun,B1,प्रविधी
2654,technology,Noun,A2,प्रविधि
2655,teenage,Adjective,A2,किशोर
2656,teenager,Noun,A1,किशोरी
2657,telephone,Noun Verb,A1,टेलिफोन
2658,television,Noun,A1,टेलिभिजन
2659,tell,Verb,A1,बताउन
2660,temperature,Noun,A2,तापमान
2661,temporary,Adjective,B2,अस्थायी
2662,ten,number,A1,दस
2663,tend,Verb,B1,गर्छन
2664,tennis,Noun,A1,टेनिस
2665,tent,Noun,B1,पाल
2666,term,"Noun, Verb","A2, B2",अवधि
2667,terrible,Adjective,A1,भयानक
2668,test,Noun Verb,A1,परीक्षण
2669,text,"Noun, Verb","A1, A2",पाठ
2670,than,conj.,A1,भन्दा
2671,thank,Verb,A1,धन्यवाद
2672,thanks,exclam. Noun,A1,धन्यवाद
2673,that,"det. proNoun conj., Adverb","A1, B1",कि
2674,the,definite article,A1,को
2675,theatre,Noun,A1,थिएटर
2676,their,det.,A1,आफ्नो
2677,theirs,proNoun,B1,तिनीहरूको
2678,them,proNoun,A1,उनीहरु
2679,theme,Noun,B1,विषय
2680,themselves,proNoun,A2,आफूलाई
2681,then,Adverb,A1,त्यसपछि
2682,theory,Noun,B1,सिद्धान्त
2683,therapy,Noun,B2,चिकित्सा
2684,there,Adverb,A1,त्यहाँ
2685,therefore,Adverb,B1,त्यसैले
2686,they,proNoun,A1,तिनीहरूले
2687,thick,Adjective,A2,बाक्लो
2688,thief,Noun,A2,चोर
2689,thin,Adjective,A2,पातलो
2690,thing,Noun,A1,कुरा
2691,think,Verb,A1,लाग्छ
2692,thinking,Noun,A2,सोचाइ
2693,third,"number, Noun","A1, A2",तेस्रो
2694,thirsty,Adjective,A1,तिर्खाएको
2695,thirteen,number,A1,तेह्र
2696,thirty,number,A1,तीस
2697,this,"det./proNoun, Adverb","A1, B1",यो
